0 1	305.2135746
0 30	182.2958828
0 36	199.7400845
0 74	147.8784585
1 0	305.2135746
1 2	90.73836165
1 38	121.4281393
2 1	90.73836165
2 3	164.1875982
2 35	165.4060738
2 72	146.7661506
3 2	164.1875982
3 4	100
4 3	99.77529998
4 5	99.77529998
5 4	99.77529998
5 6	166.3012286
6 5	166.3012286
6 316	63.59941169
7 27	332.9630201
7 315	137.1222703
7 332	343.0497902
8 9	159.5457138
8 332	7.238286432
9 8	159.5457138
9 10	87.27643561
9 313	141.7206172
10 9	87.27643561
10 11	102.8867435
11 10	102.8867435
11 12	49.43952247
12 11	49.43952247
12 13	64.58063146
13 12	64.58063146
13 21	63.35126172
13 23	74.44552334
14 15	90.50034072
14 24	98.35905126
14 27	71.75368582
14 175	20.25546949
15 14	90.50034072
15 16	116.3977964
15 26	98.50967215
16 15	116.3977964
16 17	61.44751357
16 19	80.27575042
16 178	11.95773055
17 16	61.44751357
17 18	29.01364282
18 17	29.01364282
18 180	58.53586085
18 185	46.18636081
19 16	80.27575042
19 20	115.2918421
20 19	115.2918421
20 21	53.19601098
21 13	63.35126172
21 20	53.19601098
21 22	71.43802434
22 21	71.43802434
22 23	73.91531684
22 26	65.17336781
23 13	74.44552334
23 22	73.91531684
23 24	66.25039445
23 28	20.32618787
24 14	98.35905126
24 23	66.25039445
24 25	35.73083411
25 24	35.73083411
25 26	48.91512379
26 15	98.50967215
26 22	65.17336781
26 25	48.91512379
27 7	332.9630201
27 14	71.75368582
27 310	254.7161965
28 23	20.32618787
28 29	16.59079155
29 28	16.59079155
29 314	72.12205751
30 0	182.2958828
30 31	394.1287844
31 30	394
31 32	156.5806665
31 88	271.4679724
32 31	156.5806665
32 33	107.0702137
32 87	268.542357
33 32	107.0702137
33 34	138.3856199
33 38	478.2230578
33 85	134.4549794
34 33	138.3856199
34 35	438.8280128
34 39	127.5518693
34 83	519.4690577
35 2	165.4060738
35 34	438.8280128
36 0	199.7400845
36 309	102
37 292	171.8318695
37 309	77.84596462
38 1	121.4281393
38 33	478.2230578
39 34	127.5518693
39 40	211.1951216
39 82	242.2086846
40 39	211.1951216
40 41	55.54709658
41 40	55.54709658
41 42	196.9916473
42 41	196.9916473
42 43	554.286334
42 75	383.4139839
43 42	554.286334
43 44	56.47133301
44 43	56.47133301
44 45	205.6450354
44 48	57.09262505
45 44	205.6450354
45 46	68.08197136
45 72	238.7504353
46 45	68.08197136
46 47	87.16967104
47 46	87.16967104
47 49	154.8478435
48 44	57.09262505
48 49	105.6413399
49 47	154.8478435
49 48	105.6413399
49 50	75.16470821
50 49	75.16470821
50 51	72.22420692
51 50	72.22420692
51 52	27.1863211
52 51	27.1863211
52 53	70.53949035
52 147	83.1266744
53 52	70.53949035
53 54	174.8583175
54 53	174.8583175
54 55	109.5125732
55 54	109.5125732
55 56	134.2908761
55 156	75.23231581
56 55	134.2908761
56 57	199.716306
56 157	63.38543506
57 56	199.716306
57 166	55.10278598
58 59	70.41081723
58 166	27.07481
58 196	203.7461039
59 58	70.41081723
59 60	66.2168429
59 63	123.0011525
59 171	265.1249289
60 59	66.2168429
60 61	60.22297452
60 65	77.77565683
61 60	60.22297452
61 62	47.07958182
62 61	47.07958182
62 175	65.03414468
63 59	123.0011525
63 64	67.55379855
63 66	95.60169214
64 63	67.55379855
64 65	39.61350841
65 60	77.77565683
65 64	39.61350841
66 63	95.60169214
66 67	178.8957565
67 66	178.8957565
67 68	63.06058509
68 67	63.06058509
68 69	59.17616468
69 68	59.17616468
69 70	103.340513
70 69	103.340513
70 71	83.46461774
71 70	83.46461774
71 72	392.400147
72 2	146.7661506
72 45	238.7504353
72 71	392.400147
73 74	395.7855299
73 329	17.41561772
73 330	99.72540022
74 0	147.8784585
74 73	395.7855299
75 42	383.4139839
75 76	86.31692544
76 75	86.31692544
76 77	47.66625788
77 76	47.66625788
77 78	196.0414954
77 131	51.50793312
78 77	196.0414954
78 79	97.72437733
78 130	156.7287984
79 78	97.72437733
79 80	228.8627389
80 79	228.8627389
80 80	56.58527014
80 81	44.79068249
81 80	44.79068249
81 82	240.7383597
82 39	242.2086846
82 81	240.7383597
83 80	56.58527014
83 84	116.6978888
83 84	519.4690577
83 112	70.69719348
84 83	116.6978888
84 85	194.2902632
84 86	138.9454624
84 111	38.83955212
85 33	134.4549794
85 84	194.2902632
86 84	138.9454624
86 93	15.56553975
86 96	34.18024941
87 32	268.542357
87 88	129.4444441
87 96	236.8332377
88 31	271.4679724
88 87	129.4444441
88 90	233.8495124
90 88	233.8495124
90 91	47.45603421
90 95	125.0201057
90 96	125.0201057
91 90	47.45603421
91 92	48.07058499
92 91	48.07058499
92 93	74.48936399
92 95	84.37858928
93 86	15.56553975
93 92	74.48936399
93 94	81.10794409
94 93	81.10794409
94 95	60.49440425
94 97	254.4745268
95 92	84.37858928
95 94	60.49440425
96 86	34.18024941
96 87	236.8332377
96 90	125.0201057
96 90	125.0201057
97 94	254.4745268
